formula,target
Ga1In1Se3,1.3730000000000002
Ge1Na2O3,2.9531
Cl10Nb2O1Te4,1.2459
Bi1C4N4Rb1S4,2.4685
Cs1H3O2,4.7112
Ba4O16Si6,4.5183
Cl2F12Pb7,4.206
Cd1P1S3,1.7927
Cd4F6O1,2.056
Cd1Er2S4,1.1836
Co2O7V2,2.5785
C4K1N3,3.7383
Ba2Cl1N1,1.1134
H3La3O8V1,1.981
Mn1O4Sb2,1.6616
C5Cu1Fe1N6O1,2.3615
Gd1K1Te2,1.1107
Cu1O6S2Tl2,0.7784
Co6F18Rb6,4.0903
Ba1Se2,0.6224
B2Cs1O6Ta1,3.4259
Ba1Br2,3.9155
Cl6Na1Nb1,2.483
Cl10K4O1W2,1.3473
C1O7Si1Y2,4.7771
O9Rb2Si3Ti1,3.6023
Cu6La4Mn1S10,1.6573
Li2O1,4.9035
Ag3O4Ru1,1.0807
Ba2Co1Ge2O7,2.698
Rb3S4Sb1,2.0213
Cl1H1I2K2O6,3.0557
Ba5F1Mn3O12,1.8219
Cl1H2Na1O5,5.2117
Li2Mn1O3,2.4527
Cu1Se2Tb1,1.0266
Mn5O16Pb3V2,1.1736
B12C2H26N8,5.2437
C2Co1H2N4,2.4885
Br2H11O6Sc1,4.2946
I2Mg1,3.6017
Cr1Ho1O6Te1,2.7393
Au3O2Rb5,0.9718
As3Bi2K3O12,3.3166
B12H12I1Rb3,4.6091
Eu1K1Na1Nb1O5,2.0946
As3H2Na1O9,2.6092
Lu1N1,0.1988
Ba2Ce1Cl7,4.7423
Cd2Na4O10Si3,2.8525
Ag1Ge1La3S7,1.9576
Pd3Rb2S4,1.5056
Ag1O6Tl1V2,2.759
Ba2Cl1F3,5.7273
Cd2Cl1H3O3,2.2584
Al1Cs3Ge2O7,3.3869
Al1F6K2Na1,6.8304
B2Na4O5,3.7503
As1Cs1O5Ti1,3.187
Ag1C20Er1H14N6O10,2.5898
In2S3,0.3956
Ag3P2S8Y1,2.2561
Bi1Fe2H1O9Si2,2.3607
Ge3O8Zn2,2.6637
Cl2H4Mg1O2,5.3435
H5O8P2Rb1,3.2719
Ge1In2Li2S6,2.0397
As1Na1Zn1,0.6588
Al2Ca2Fe1H1O13Si3,2.4016
As4Ca1Na2O12,2.6167
As2Ge1Mg1,0.5511
F1H1Hg1O1,1.4564
K1O8V3,2.0598
Co1K2O12P4,4.4059
O6Pb1V2,2.4741
K3Ni1O2,1.5413
Mo1O4Rb2,4.29
B1Ba1S4Sb1,2.3609
Ca1Ga2O4,3.0749
Fe1Se2,1.1666
Cs4Re6Se13,1.0289
C6Co1Er1H8N6O4,4.936
Ag2O7P2Zn1,2.9705
As1Cs2Na1O4,3.5199
Cu1S3Ta1,0.6209
Ag5Cl5Hg4P8,1.5764
Bi2O16Te2W3,2.9873
H4K2Mn3O12P4,4.4353
F3Y1,7.5731
Na2O11Si4Ti1,3.1783
Pt1S2,1.3673
Ge2Te6Tl6,0.66
K1Ni1P1S4,1.9616
Ag1Br1Hg1S1,1.7245
Cu2P20,1.1804
Na2O3Zn2,1.9363
Cl6Re6Te16,0.8896
K4O10P2U1,3.0261
Cs4O4Zr1,2.7375
Bi2Cu1O4,0.836
As2P2S7,2.6363
Ba2Ge4,0.4699
Bi1F6Na1,2.877
Gd1H4N1O12P4,5.3411
C3H6O3,6.2205
C2Cs1Rb1,3.3711
Br3Cs1Ti1,1.789
Al2Na6Te6,0.1555
H8Mg1O12P2Zr1,4.2883
Cd2Ge7O16,2.1033
La1O2Rb1,3.3807
Br5K1Sn2,2.3456
O7Si2Yb2,0.1444
Cs4S6Si2,1.7625
Ba2Ge2Mg1O7,3.5553
C1O5U1,3.7879
Al1As2Na3,0.9018
Hf1S4Tl4,1.5002
Ag1Au2F8,0.5834
C2H5Na3O8,4.623
O7Si2Sr2Zn1,4.2792
Ba3P4Sn2,0.8054
Cl16O6P4Sn2,2.7969
O2Sr1,2.8682
As6Bi1C8H24N2Rb1S12,1.8647
Bi2Cl1O4Tb1,1.3678
F6Na3V1,2.0729
Li7P3S11,2.59
Na1O2Tl1,0.62
Ca3Ga3O14Si2Ta1,4.0274
Bi1Cu3S3,0.9926
Ca1H2Mn2Na1O12P3,3.9103
Ge1S3Sn1,1.4327
Na2O7Si3,4.7019
Ba1Bi1I1O2,2.9603
As1Hg3I1Se4,1.2471
F3Na1Ni1,3.9762
Bi2Fe2Mn2O10,0.4461
O15Rh5Sr6,0.3468
Al2O12P3Rb3,4.4222
Al1Ca2Cl1F2H8O12S2,5.516
I2N2S1,1.4951
O8Rb1Sb1V2,2.7391
C1H4N3Na1O2S2,2.3586
Cu3Se2Tl1,0.3908
Er1O4P1,5.9282
B4Gd2O9,5.2317
Nb1Ru1Sb1,0.5958
O8U1V2,2.6176
Ba10N12Ti4,1.5562
H8La1O7P3,5.1992
Cs4O3Zn1,1.7916
Cl2H12Hg1O14,3.4777
As1F6Tl1,4.6057
O14P4Sb2,1.9122
Li7N4Ta1,3.2811
Cl1Cu1Te2,0.7259
I2P4Se3,1.7079
Mn1O8Ta2Zn2,3.4629
La1Nb1O6Te1,3.4455
F2H1N1O4S2,5.7349
Cl2Ti1,3.6424
P4S3,2.8255
Cl1Nd1O3Se1,3.4332
Ag2Hg7I6P8,0.8855
Cu1O6Se2Sr1,1.5989
Ce1Cl3,4.2518
Cd1In2Te4,0.8859
B2Hg3O6,2.6726
Ga2Mn2S5,0.2423
H7Na5O18Se4,3.3054
C3Cl6H5O5Ru1Sb1,3.2053
Be2Cs1F5,7.1610000000000005
F1N1Th1,2.1378
Gd2O5Si1,4.6404
B1F4H4N1,7.4784
Cu1F4K2,0.8505
P1Si1,1.5912
Cd1Cu3O12Ti4,1.9273
Ba4Sb2Se11Si1,0.8865
Ba4Cl12Co2,3.3013
K2S3Ti1,1.5319
C3F3H12N1,7.2743
Sb2Sn1Te4,0.18
B5Ca3La3O15,4.6833
Cl6Re1Se4,0.6019
Ca1H2K2O9S2,5.3914
K1O2Sc1,3.9488
B1Fe2O12P3,2.3534
Ba6Fe8S15,0.0826
In2P4Sr3,0.633
Cs4S11Ta2,1.8293
B2Na3O6Y1,3.6879
Cd3Cl2O2,1.3086
Ag1Al1Te2,1.3626
F6H12O6Ti1Zn1,4.0577
F1Ga1O4Sr3,3.6988
Cs1Ga1S2,3.1012
Er1K1O8W2,3.4602
O8Sb1Tl1V2,2.713
Ge2K4Se6,1.641
Al1H4K1O14P4,5.6256
Mo4O18Pr2Sb2,3.1859
F2I1K1O2,4.1651
Al2K6O6,2.8974
Ag7As1S6,0.7968
P3Ru1,1.3909
F3Tl1,1.2674
Ho1Li1Se2,1.574
O6Pt1Sr4,2.4339
Li1Nb1S2,0.7236
Br2Hg1K2N2O12,1.9587
Bi2Cs3I9,2.2851
Cs1Li1O4S1,4.8342
Cr1O7P2Tl1,2.787
Co1Ge1Te1,0.2668
Ag3Co2O6Sb1,0.5174
Al3Cl1Na4O12Si3,4.6896
B3Ca4Na1O9,4.0814
Bi2Br1Ho1O4,1.3876
Bi1Cl6Cs2Na1,3.7101
Al1Rb6Sb3,0.2755
Au5F21Ho2,2.1682
Cd1S4Y2,1.1465
Cu1F1S1Sr1,1.8567
B1C1Li1,0.8535
Au1I4K1O12,2.1226
Na5O5Ta1,2.5173
As3In2K3,0.6429
B1C4K1O8,3.4978
Cl8O2Si3,5.5713
Ba1Ge2O5,1.7442
Er2O6W1,3.4865
Br1Eu2P1,0.8358
Ca2O7Si2Zn1,4.3317
K1O7Si2U1,3.0491
Cs2O2Zn1,1.9427
F6H12Mg1O6Si1,5.6479
Co3Sb4U3,0.3406
B1Na2O3Rb1,2.9592
Cu4Dy4K2S9,1.0899
Cu1Na1O1,1.5592
Cl1Cs6Ho21S34,1.9665
Cr2O6Re1,1.7288
Cd1Cs1Er1Te3,1.5731
B1K1Mg1O3,4.37
Ag1Co1O2,1.8904
Au3Gd3Sb4,0.2745
Mn1O4Se1,1.842
Cd1O5Se2,2.9826
Ga1Ge5La3O16,3.0674
C1Cl6H2O4Pb4,3.5821
C2N2S2Sr1,3.8216
Be1La3S7V1,0.4839
Ag1In5Se8,0.4004
Ba4Er1O12Ru3,0.2853
P4Se4,2.2322
Na2Se1,2.0584
Be1Ca1F1Na1O6Si2,5.2893
Ba1F3Li1,6.5663
Ag1F2,1.0258
S3Tb2,0.7359
Al1K1O8S2,5.5407
I6Sn1Th1,1.7968
Cu1O3Ta1,1.4042
Al2Ca1O8Si2,4.7058
Ba3S7Zr2,0.8198
As1Co1Li1O4,2.7494
Gd2O11Te4,3.2267
Cs1H1O4Se1,3.6392
F4K2Ni1,3.8196
K2O9Si3Ti1,3.6826
Pb3S12Sn3Y2,0.4772
B2H8Zn1,4.8908
Cs2H4Mg1,3.0015
Cr1Er1O4,0.2328
Ba1S3,1.022
Al1Be1H5,3.2691
Cl4Na2Ti1,2.7177
Br1O1Ti1,2.3
Se2Ti1,0.0688
B2Ca3O6,4.8108
Cl3Cs1V1,2.4061
Ag1P2S6Sc1,2.226
Ba17O57Pt4Y16Zn8,2.613
O4Pb1Sr2,1.4054
Br4C4H8Si1,4.1813
C12Cl2H38N6O4,4.4667
B1F3Mg3O3,5.4045
Cl14H20O9W6,3.1935
Ge1Li1O5Ta1,3.8508
O3Pb1Zr1,2.7832
Ag1I1O4,1.0493
Li3Nb1O4,4.0161
Cd1Cl4Cu1H8O4,1.7686
S4Si1Tl4,1.9911
O4Si1Th1,4.8618
Re4Si7,0.1547
Os1S2,0.4352
Co1Ga2S4,2.2731
Mo2O8Pr1Rb1,2.7517
In2Se4Zn1,1.1327
Dy2O2S1,3.0032
Au1K1Se1,1.9022
C1H1O4Y1,5.0906
Ba3N1Sb1,0.7051
Co1F6Pt1,2.5724
K1Si1,1.1831
As3Be3Cl1Li4O12,4.4403
Al1Dy1O3,5.7524
C3Cl3N3,3.7439
Se8Ti5Tl1,0.1434
Li10O9Zn4,3.0186
H24Li2N8Te2,1.3378
Al6Br2Na8O24Si6,4.6079
O1P1Pr1Zn1,1.1883
O4Os1,3.3655
As6C8H24N2S10,1.9848
Ce1O4Si1,2.0285
H2K1Mn1O5P1,3.2187
Ba1Cu1Nd2O5,1.8537
B1Bi1O3,3.0993
Gd1H1O5S1,5.1781
Na1O6Si2Y1,4.7023
Eu2O4Si1,1.9984
Au2Cs2I6,0.6436
N2O3,0.9371
Bi1Er1Ge1O5,3.3242
La2Mo1O6,2.7462
Mn5O8,1.0411
Ba1F4Mg1,6.7797
Mo1Se2,1.1802
Cr1F5,1.3916
La2O7Sn2,2.0896
B3Ca1H7O9,5.4091
Br8Li6Mg1,4.6807
C4Hg1K2N4,5.8375
Mo1O6Y2,2.0948
Cd1K1N3O6,2.3086
Ba1Mo1O4,3.982
H4N2O8Pd1,2.4657
H8Mg1O14V4,2.1981
Cl13Li1Mo6,2.7598
Al1Cs1O6Si2,4.7682
Fe2O12P4,5.0716
F5H2K2Mn1O1,1.4846
F4O1Os1,1.3988
F16Ge7,4.3563
Al1Na1Se2,2.1669
Mg2O6Si2,4.6727
C2H12N6Ni1S2,2.9016
Cl9Cs3W2,1.2913
As2Ba3O8,3.918
Mg1P2Si1,1.3716
Cs2F12K1Mn3,1.9926
B1La1O5Si1,5.1471
K2Te1,2.1442
F14Sb4,3.8388
Co1Li8O6,1.4434
H2Mg1O6Se2,4.1284
Ag1Hf1Rb1Te3,0.3569
Cl1Gd1H2O2,4.3951
Ba3O26Si4Ta6,3.2568
F1O12P3Pb5,3.725
C8Cl4H24N2Pd1,2.4846
Be2F5Rb1,6.8504
Bi2O2Se1,0.4046
Cs3F7Si1,5.6258
C1Cl1H3O1S1,2.637
Cl2H12Ni1O6,3.943
H2O4P1Rb1,5.3973
H10In1N3O14,3.5276
K1P2Sb1Se6,1.7993
Ce1I3O9,3.0009
Br9O4Pb8Tl1,2.89
Br2Cs2F2,2.5258
Mn2O7Y2,0.8556
Cu1Dy1S2,1.8708
Al3F19Pb5,5.1733
Cu1Dy1Pb1Se3,1.3898
I2O6Pb1,2.702
Dy1O1P1Zn1,1.4215
Cd1O3Ti1,2.6187
Cl12Ta2Te4,1.1584
Bi3Na1O10V2,2.718
Ba3Na1O6Ta1,3.4725
O4Pb1S1,3.9693
Cl1O12P3Sr5,5.0863
Ce4Cr1S7,0.3811
Ba1F1O3P1,5.2587
Hg1Rb1Sb1Se3,1.06
Ba1Cu1O5Pr2,1.8516
B1S3Tb1,2.3148
Fe4H42Mg1O46S6,2.0025
Bi2O10Te2W1,2.8704
F6Ge1H12Mg1O6,4.5601
Co2K2O12S3,3.7924
K1Mg1P1,1.6783
Na1P1Zn1,1.2009999999999998
Mg1O4P1Rb1,4.1051
Bi1C3H6N3S6,2.4914
F6Rb2Th1,6.2335
B2Cs3Li2Na1O6,3.4148
Te3Tl2,0.4846
O2Pr2S1,2.6478
Ag2O6Te2,1.5179
H1Mn1O10P3Rb1,0.9412
Mo1O4Pb1,2.7553
Na4O4Pb1,1.3183
Al1As3Ca3,0.7268
F6K2U1,3.4695
Cl5In2Pr1,2.5874
Li1O2Yb1,0.1177
As1Br3Ca3,1.665
Al2Cl8Se4,1.3937
Au1Bi1K2,0.8939
B4C1,1.5133
Al5O12Tb3,4.4742
F1O1Y1,4.9305
C3F6,4.9107
Ba1Cu2Te2,0.7799
P1S4Y1,2.1242
Cl4Cs2O2U1,3.2293
Cs2F6Si1,6.9045
Hg1O2,0.1258
I4Si1,2.8119
Ba1O9V4,1.1226
Be2O7Si1Y2,5.1588
K4O4Pb1,1.6839
F6Rb3Tl1,3.1642
I9Nb6S1,0.5389
C4Cl2O4Rh2,2.5766
Br3O1P1,3.0634
Eu1F1Mo1O4,0.263
Ca1F6Pd1,2.6127
Cu1Li1O4V1,1.3594
Au1Li3S2,2.4692
Ag2Hg2O12Te3,0.7387
Al1Na3P2,1.3954
O7Sn2Tm2,1.7741
In3S5Tl1,1.7734
Co1H8I2O10,3.827
B3C1Ca4Mn3O15,1.6615
Li1S2Y1,1.9215
Ba5P4,0.9265
As1Be1Na1,1.2805
H4I1P1,3.6838
Fe1Ge1Si1,0.5115
As2Ge1,0.513
Na1Ni1O2,1.1071
I10La6Os1,0.2005
F4Nb1,0.8407
K1O7P2Y1,5.2073
Fe1I3O9,2.4042
Bi2O10Pb2V2,2.9357
Cl1Cu1La1O7Ta2,0.2466
Eu1H4Mg1Ni1,1.4979
Ag1O3V1,2.7578
Nd2S5Zr1,0.9543
C6H18N4O7S2,2.5892
As3Ba5Cl1O12,4.0015
Gd2O6W1,3.4389
Cl2Sr1,5.2221
La1O3Yb1,0.6135
Ge2Mg1O7Sr2,3.5524
Cd4Ge5H1Li1O15,1.9404
Ag4Mn1S6Sb2,0.2618
Mo1Rb2S4,1.6779
Ba1Cu2S2,0.698
H2N1Na1,1.99
Ni2O12P4,3.9987
Na6P4W1,1.3528
Ag1Cd1O4V1,2.5884
Ba1Ce1Cu1Se3,0.9443
Br3Cs1Fe1,3.0876
Be1F4Na2,6.39
Er1Li1Se2,1.6244
Cr11K3S18,1.2063
Br6Pb1Rb4,3.9035
As1Ca2F13H4,4.8038
Eu2Ga2Ge1S7,1.4155
As4Ca5H10O20,3.8273
Cu1H2O2,1.3408
Cl2O5Sb4,2.6454
H8N2S8,0.2759
Cs2O15Si6U1,3.5868
Fe2H1O9Sb1Si2,2.3984
Ge3O9Rb1Ta1,3.4318
F2O2S1,5.8814
As1.01Ce1Se0.99,0.2591
Cu1Li2O2,0.9097
Ba3Bi1O9Ru2,0.8786
Cl10K4O1Ru2,0.9192
Cs1Fe1O8S2,2.1275
Ba1F4Ni1,4.0553
Bi12O20Si1,2.4188
Ba1Cr1O4,2.9151
Hg3S4Tl2,1.6149
Ge2Rb2Se5,1.4909
O9Ti5,0.1304
Mn1O4Rb2,0.5381
Li2Nb2O7Sr1,1.9486
B7Cl1Cr3O13,2.5976
K2Mn1Te2,2.0995
Ga1S9Sb1Tb4,2.2077
Ag5Ge1O4,0.3423
O5Pb1Se2,3.2102
Fe2Rb1S3,0.3451
Cu1I1P4Se4,1.7506
Rb2Se1,1.8005
As1F6I5,1.3823
F25K1Th6,6.87
Ga3Na3O12Te2,1.8954
Bi2Hg1S4,1.2233
Cl3Tb1,3.8003
O14Sr5U3,2.9730000000000003
Br7Hg6Sb5,0.9636
As1K1Li2,0.6951
H4Mg2Ni1,1.6614
Ag1As1F6Se3,1.8648
Cu9H2O20P4,1.0258
Al1Ba3Sb3,0.4714
F9O6Y7,2.625
As1F6H2Li1O1,4.1844
Ru1Sb1Ta1,0.8867
Ga1Nd3O6,2.9809
Ce2S5Th1,1.4761
C6F12O6Os1Sb2,4.7409
Cl6N3P3,4.1139
K2S7Sb4,1.5494
Ca1Cl6H24Mg2O12,5.1117
B3O9Sc1Sr3,4.8506
Fe1Ge2Na1O6,2.5647
K4O7P2,3.7506
Cr1Na1O2,3.9408
O14P4Pb1V2,1.8659
B2Cu1O6Pb2,1.6512
Cl1Cs1N1O4Tc1,2.2967
H2K3N1O7S2,4.643
F6O2Sb1,1.3621
Fe5O12Tb3,1.6824
Ho1Se2Tl1,1.2472
Ca6H6O13Si2,3.6801
B4Ce1Cl1H2O8,5.5147
Cl2H1K3O6Pd1S2,2.4806
Al1H4Li1,4.578
Re1S2,1.3025
O5Ta1V1,2.2223
Cl3Dy1,3.828
Rb2Te3,0.6543
Er2Eu1Se4,1.2076
Ba1C4Ce2F1Na1O12,4.2019
Cl4Co1Li2,2.8357
Ba2Ca1Ir1O6,0.8953
Bi2Cl1Dy1O4,1.4395
Cl1F3Sn2,3.5422
Cl3Cs1Mn1,3.6364
Hf1O7V2,2.6438
Cu2Na2O11Si4,1.8972
As2Ce1,0.0309
Ho2O11Te4,3.236
Ag6Ba1O4,1.0606
O8Sn1Te3,2.591
Pd1Rb2Se16,0.907
Ag5Ba2S6Y1,1.6829
B1S3Tl1,1.6813
S2Sb1Tl1,1.615
Ge1In1Li1O4,2.3442
Al4Ca1H2O12Si2,4.5317
Fe1P2,0.9044
O7P2Sr2,5.1169
Ca1Fe3O5,0.7217
F6Te1,4.3747
Ag2As4Hg7I6,0.7406
F6H8In1N2Na1,5.1269
C2F6H12N6Ti1,3.2109
Co1Rb2Se2,1.9648
O5P1Rb1Ti1,3.3063
As1C2Cs1H6Se2,2.2279
H1K1O3Se1,4.2349
Cs5In1P4Se12,1.2626
Br1In1Te1,1.8109
Er1F3,7.6989
Ba1H7Re1,1.0019
I1O4Tl1,2.0324
Cl1H2Ho1O2,4.6708
F4H12N4Si1,5.0693
F1O4S1Y1,5.8381
K2Mo1O3S1,2.9715
F3Mn1Na1,2.7260000000000004
Al2B2K2O7,4.5918
Cu3H4Mo1O8,1.1872
Li3O4U1,3.0831
I4Te4,0.7568
Fe2H3O9P3,2.4691
K1Sb1Sn1,0.2278
Ba1Cu2O8P2,1.4327
F7H1K2Zr1,6.3229
Ca4Li2O13Si4,4.4449
La1O1Sb1Zn1,0.1615
Cl1Co1O3Sr2,0.2572
As2Na4O7,3.2115
H6N1O2P1,5.0703
Ga3N5Sr3,1.4435
K2O5Ti2,3.727
La2S5Th1,1.5035
B1H1Na2O3,3.8244
Li1Mo1S2,1.0556
Ca1Na2O4Si1,3.3771
C1Ca2F2O3,5.1687
Ho1I1S1,2.7137
Fe1Li1O7P2,2.4535
Ca1Hf4O9,4.4459
B6Cu3H2O13,1.3789
Ni1O2,1.5319
Br14Ir2Te14,1.2559
C1H1Li1O2,5.0310000000000015
Cl16Ru2S6,2.028
Ba2Cl7Gd1,4.6563
Ag1C2H9N2O2,3.56
Fe2O14P4Pb1,2.4154
C4Cl2O4Os1,2.3809
Ge1Na1,0.6795
Bi3Fe1Mo2O12,2.4431
Ge2O7Sr2Zn1,3.3413
As1Cu1S1,0.0439
C3Cl3H10N1Sn1,3.3922
Mn3O4,0.5439
C1O3Tl2,2.9469
C6F9H13N4O8Ru1S1,2.5812
F6Fe1H12O6Sn1,1.2389
K1O8Sb1V2,2.7609
Bi5Cl12Ga3,1.803
Br4Si1,4.0852
Cs1Pr1S2,1.9283
Cd1H3N1O5,3.2961
Se2Th1,0.7249
As2Co1O6,2.2258
Pt4Se6Tl2,0.584
Bi2Br1Dy1O4,1.3449
Ba2C2Co1F2O6,3.9828
As2K3Nd1S8,1.6840000000000002
Br1H4P1,4.0279
Bi1F6Li1,2.7524
Li1O3Rb1Zn2,2.5859
Nd2O2Te1,1.6104
Hg1In2Se4,0.6679
As2O9V3,2.4572
As1Br3,3.1141
F3K1V1,1.8088
Ag1Ba1O9P3,4.3204
K3Nb1Se4,1.9661
O4Se1Si1Tb2,2.6461
O4Sr2Ti1,2.4478
Li3S3Sb1,2.3585
B6O18Sc1Sr6Y1,4.6782
Ag1C2K1,2.7517
F12O1Rb2Zr3,5.3234
K2Sb4Se8,1.0995
Br12Te1Zr2,2.428
Al1H8N4Rb1,0.1965
F3H2P1,6.4323
C2H8N6O6S2,3.4377
Bi2Mn4O10,0.7229
K2P2Se6,1.408
As2Ga1K2Na1,0.8371
Al2Ba1Ge2O8,3.4689
Al12O24S2Sr8,3.3438
Ca1Cu3O12Pt4,0.6796
Br9Os2Rb3,1.0751
As4Hg1I2S4,1.6798
Dy1K1O12P4,5.3362
Cu2Ge1Mn1S4,0.8818
H1I3O8,1.4563
Os1S1Sb1,1.3007
Fe1Li1O10Se4,1.7238
Ca1Cd2P2,0.9252
Cu1Na2O7P2,1.8733
B3K1O5,5.5004
La2O12W3,3.7917
Ba2Mg1O6W1,2.9121
F6Pd1Zn1,2.0598
Cu1La2S4,1.6962
O19Ta6U2,2.6452
B1Gd3O9W1,3.3849
Ag1Hg1O4V1,1.801
As3Ca3Ga1,0.3699
O3Pd1Sr2,0.9534
Cl2Hg3Se2,1.7767
Br3C2Cd1H8N1,3.455
Ca3Cr3O16P4,3.152
B2Mn1O6Sn1,2.2208
Al1Ba2C4Li1N8,4.144
Ag1H2Ni3O12P3,3.3159
Br7Mn2Rb3,2.1931
La2O6Te1,2.9344
Cl3Cs1Cu2,2.4011
Cs1Nd1O2,3.0005
O6P2Zn1,5.0495
C1Cl1La2N3,1.6678
Ca3Cl2Fe2O5,0.5095
Ba2O4Pb1,1.2224
As1Cl13P1Sb1,2.119
Cl4F6P1Sb1,4.4993
Cd1K2N12,2.8502
B1C1F6K1,6.9962
Al1Br3,4.1311
As5Ba2In5,0.1168
F7O3Os2,1.2503
Ba1Tb2Te4,0.782
Cl1Fe1Li1Mo1O4,2.2292
Ge1K1La1S4,2.3426
C4F12Ge4Se6,2.4062
Au1Cs1,0.7526
Na1O3V1,3.0137
Bi2O4Pd1,0.9511
Co1Na1O4P1,3.5993
Ba1Ga4S7,2.5660000000000003
C6Fe1H6K4N6O3,4.5415
In4K4Sb6,0.8370000000000001
Ba2Cd2K1Sb3,0.254
Ag2Cl4Pd1,1.8782
O9P2Te2,3.4124
Br4Li2Mn1,3.6643
Te2Tl1Y1,0.6155
Cl1H8N4P1,4.7552
Cl4K2Zn1,4.6885
C1Se2,2.5657
Ba3Ni1O9Ru2,1.1901
Cl9Re3,0.9206
C2Cd1Cl2H8N4S2,3.5557
C3H10N1O9P3Sr1,4.7732
Be1F4H8N2,6.6158
Ba3P2S8,1.9814
K2O8Pb1S2,4.4575
B2Ba1O6Zr1,4.1376
Na1Nb1Se2,0.522
C4H4Mo2O8,2.0718
Br9Cs3Mo2,1.2678
F4H3K1,7.3222
H1N3,4.0066
C2Cr1H12N6O4,1.3755
Cl7Nb3Se5,1.2743
C1Ca7H4O23Si6,4.5524
Mg1O4Rh2,2.1913
As4Ba4Ti1,1.114
K1P2S6Sb1,2.2608
C6Mo1O6,3.2341
Au1Br1Se1,0.3828
Cd1O4Rh2,1.8886
Ba1Cl4Zn1,4.9
Er1F1O1,5.1809
O12Pr3Sb5,0.0453
Ba1Be1La2O5,3.8196
H8Na2O12S2Zn1,5.0346
In1K1O2,2.2089
Cu3O12Pb1Sn4,1.2768
Au1C16H24N3O4S2,2.3401
H12O18P4Sr2,5.3501
Br4Cs3Li1,3.8723
O1,1.2933
C4Cd1H12N6O2S4,3.597
H4K2N2O2Si1,3.8205
Al1Cs1O16P4Zr2,4.3384
H10Mn1O9S1,4.1221
Hg4I3Sb2,0.7319
Li4O4Si1,4.7803
F1Li1Ni1O4S1,3.1846
Cr2S8Tl1V3,1.0316
Al4Bi4Cl16Te4,2.152
Mo4N14Sr10,1.3919
Nd2O5S2Ti2,1.5759999999999998
Br3Mo1Te6,1.2806
Au1Br8Te1,0.7962
C12H24N4O9Ru1S3,2.7339
Fe3H6Na1O14S2,2.1462
Br3Ti1,2.6145
Mo4Na4O16Th1,3.9061
La1Mo2O8Rb1,3.834
La1N5Si3,3.3864
Ir1N6Na3O12,2.5849
Er3La1S6,1.0236
H2I2O1Sr1,3.62
Ca4F2O7Si2,4.6744
Er2O13Te5,3.0031
F4Ni1Rb2,3.868
F1H3O4S1,5.4884
F6Fe1H12N3O3,3.3252
Au2Ca1O4,1.8413
Al1Cl7Te1,3.2907
N4O3Si3Y2,2.7868
In1K2Li1Mo3O12,3.6815
F5K2Sb1,4.6773
C2K1Nd1O6,3.0914
Dy1O9P3,5.5902
Al8Ca2O15Pb1,3.9727
In4O7Rb2,1.6182
C4Cu1K3N4,4.2524
Al2O12S3,6.0201
Al2As4Sr3,1.1469
Al1P1,1.6291
Ba2Hf1S4,0.8668
Au2Ca1F12,1.705
Ni1O6Pb1Sr3,1.1471
C1K1N3O6,2.1168
Au5O2Rb7,0.888
As4Nb1Rb7,0.7757
Cs4Ge2Se8,1.6163
H4K1Li1N2O6S2,5.3243
Mg3N2,1.5127
Al4Bi2O9,2.7985
Al8Be1Mg3O16,5.2368
Cs2Te2,0.981
Rh1Sb1Th1,0.77
Cl3Mg1Rb1,4.5941
Ge1Hg4S6,0.3735
As1Rb1Se2,1.6234
Mo1O6U1,3.0111
As1Na1Ni1O4,2.6732
K2P2Si1,1.2015
As1Zn1,0.5037
Ba1Mg2Sb2,0.8467
F6Li1Sb1,4.8318
H2N6Na4O13Ru1,2.4809
Fe1H1Li1O5P1,2.2395
Co1Na3O2,1.3027
Gd1O6Ru1Sr2,1.3899
Cs1F7W1,4.3334
I22Mo6Nb4O1,0.2371
Br4Hg3Te1,1.9065
In2Mn2O7,1.2881
C2F6H18N8O2Si1,5.0071
F2K1O2P1,5.2295
Fe2O5Te1,1.6897
F4K1Mn1,2.1424
I1In1Te1,1.7447
Li1O3Sb1,2.1418
Br17Nb6Rb3S1,0.5454
Ga2Mo1O10Se2,3.5224
Cr3Rb1S5,1.262
Ba3Ga3Nb1O14Si2,3.5536
B1Fe1O4Pb1,1.8865
Mn3Nb2O9Zn1,2.2575
Cl9P1V1,1.4883
Ba4K1O1Sb3,1.016
Ba1O6P2,5.2728
Al2Ca3H12O12,4.1044
Cr2F9K1Pb1,3.0519
B6Na2O11Zn1,5.0199
La3O7Ru1,1.2162
F6K1Nb1,5.5885
I3O9Tl1,2.2071
Cu1Li3O3,1.3089
H12N4O8S2Zn1,3.7512
Li3O4V1,4.0073
Al4K1Na3O16Si4,4.5126
Ce1O8S2,1.4556
C3Cl3Ga1H9O1P1,4.8803
Ce3Pt3Sb4,0.4417
Ag1C4H12N1Se5,1.1868
Fe1S5U2,0.6091
C1H7N3O3,3.3804
K1Nb1Nd2O6,3.4818
F7Mn1Rb3,1.6061
Cl14Hg1Mo6,1.9382
Ca1Na2O8S2,5.4666
Mn1Na1O2,3.2672
Bi2Mg2Sr1,0.462
Fe1Li1P1,0.2308
Ca2N2Zn1,0.6862
Cu2S7U3,0.8773
F4K2O1Te1,4.891
In3Na7Se8,1.2252
Na2O3S2,3.891
Ca4Mn3O10,0.3032
Cl2O1V1,1.0114
